id,name,taxonomy_facet,parent_id,parent_name,vocabulary
BH-3800.7000,Rent Payment Assistance,Service,,,
PX,Volunteer Opportunities,Service,,,
LJ-2000.1000-800,Sterilization,Service,,,
LV-8300.9000,Urology,Service,,,
LT-1750.8000,Sexually Transmitted Disease Treatment,Service,,,
LF-4900.1500-650,Pap Tests,Service,,,
LJ-2000.3300,Infertility Services,Service,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
BD-1800.2000-640,Ongoing Emergency Food Assistance,Service,,,
BV-8900.9300-180,Electric Service Payment Assistance,Service,,,
BD-1800.2250,Food Vouchers,Service,,,
BT-8300.1000-400,Local Bus Fare,Service,,,
BH-3800.7000,Rent Payment Assistance,Service,,,
PD-7600.0500,Animal Rescue,Service,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
FT-1800.1850,Employment Discrimination Assistance,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
FN-1900.2500,General Crime Victim Assistance,Service,,,
FN-1300,Crime Investigation,Service,,,
FN-1900.2500,General Crime Victim Assistance,Service,,,
LE,General Medical Care,Service,,,
BH-8400,Supportive Housing,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
BV-8900.9300-180,Electric Service Payment Assistance,Service,,,
TH-1700.8000,Special Needs Registries,Programs that maintain information about people who may require ,,,
LV-6800,Pediatrics,Service,,,
PX,Volunteer Opportunities,Service,,,
LH-0500.0900-100,Blood Banks,Organization/Facility Type,,,
LH-0500.0900-150,Blood Donor Stations,Organization/Facility Type,,,
LL-3000.1500,City/County Hospitals,Organization/Facility Type,,,
FP-0500.3500,Issue Advocacy,Modality/Delivery Format,,,
PH-2400.1500,Child Care Provider Referrals,Service,,,
FL-8200,Sheriff,Organization/Facility Type,,,
FN-1900.2500,General Crime Victim Assistance,Service,,,
FP-0500.2500,Group Advocacy,Modality/Delivery Format,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
JP-6500.6500-100,Bee Control,Service,,,
LR-3100.1800-050,Adult Development Centers,Organization/Facility Type,,,
PX,Volunteer Opportunities,Service,,,
LL-3000.1500,City/County Hospitals,Organization/Facility Type,,,
LV-3300.5000,Medical Oncology,Service,,,
LV-3300.1500,Cardiovascular Medicine,Service,,,
LF-4800,Diagnostic Imaging/Radiology,Service,,,
LF-4900.1500-500,Mammograms,Service,,,
LF-8000.5250,Endoscopy,Service,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
LT-3200,Hyperbaric Chambers,Service,,,
LD-3300,Intensive Care,Service,,,
LF-5280,General Laboratory Tests,Service,,,
LV-3300.6500,Pulmonary Disease Specialty,Service,,,
LH-6300.6400,Pastoral Care,Service,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
JR-1900.2000,Fire Control/Extinction,Service,,,
JR-1950,Fire Stations,Organization/Facility Type,,,
HL-2500.2900,Higher Education Awareness/Support Programs,Service,,,
FT-8000.2500,General Education Advocacy,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
TA-5500.3000,History Museums,Organization/Facility Type,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
BH-7000.4600-450,Low Income/Subsidized Private Rental Housing,Organization/Facility Type,,,
RX-8450.3300-300,Inpatient Alcohol Use Disorder Treatment Facilities,Organization/Facility Type,,,
RX-8450.3300-350,Inpatient Drug Use Disorder Treatment Facilities,Organization/Facility Type,,,
LH-2700.1700,Disease/Disability Information,Service,,,
RX-8450.1150-150,Comprehensive Outpatient Alcohol Use Disorder Treatment,Service,,,
RX-8450.1150-180,Comprehensive Outpatient Drug Use Disorder Treatment,Service,,,
TJ-3000,Information and Referral,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
PN-8100.1000-080,Bereaved Child Support Groups,Organization/Facility Type,,,
PN-8100.1000-080,Bereaved Child Support Groups,Organization/Facility Type,,,
PN-8100.0500-230,Families/Friends of Individuals With an Alcohol Use Disorder Support Groups,Organization/Facility Type,,,
PN-8100.0500-235,Families/Friends of Individuals With a Drug Use Disorder Support Groups,Organization/Facility Type,,,
PL-7000.8900-080,Baseball,Service,,,
PL-7000.5800-400,Karate,Service,,,
PL-7000.8900-800,Soccer,Service,,,
PL-7000.8900-100,Basketball,Service,,,
PL-7400.1700,Dance Instruction,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
PN-8100.1000-080,Bereaved Child Support Groups,Organization/Facility Type,,,
PN-8100.1000-250,General Bereavement Support Groups,Organization/Facility Type,,,
PN-8100.1000-250,General Bereavement Support Groups,Organization/Facility Type,,,
PN-8100.1000-250,General Bereavement Support Groups,Organization/Facility Type,,,
PN-8100.1000-250,General Bereavement Support Groups,Organization/Facility Type,,,
RP-1400.8000-900,Veteran Reintegration Counseling,Service,,,
BD-1800.2000-640,Ongoing Emergency Food Assistance,Service,,,
BV-8900.9300,Utility Service Payment Assistance,Service,,,
BD-1800.2000-640,Ongoing Emergency Food Assistance,Service,,,
BD-1800.2000-640,Ongoing Emergency Food Assistance,Service,,,
BV-8900.9300,Utility Service Payment Assistance,Service,,,
BD-1800.2000-640,Ongoing Emergency Food Assistance,Service,,,
BD-1800.2000-640,Ongoing Emergency Food Assistance,Service,,,
BD-1800.2000-640,Ongoing Emergency Food Assistance,Service,,,
RP-8000.6600,Play Therapy,Service,,,
RP-1500.1400-260,GLBTQ Helplines,Service,,,
RP-1400.8000-805,Sexual Orientation Counseling,Service,,,
RP-1400.8000-805,Sexual Orientation Counseling,Service,,,
RP-1400.8000-825,Suicide Counseling,Service,,,
RP-1500.1400-260,GLBTQ Helplines,Service,,,
RP-1500.1400-800,Suicide Prevention Hotlines,Service,,,
TD-1600.3100-250,Gay/Lesbian/Bisexual/Transgender Advocacy Groups,Organization/Facility Type,,,
RP-1400.8000-805,Sexual Orientation Counseling,Service,,,
RP-1400.8000-825,Suicide Counseling,Service,,,
RP-1500.1400-260,GLBTQ Helplines,Service,,,
RP-1500.1400-800,Suicide Prevention Hotlines,Service,,,
TD-1600.3100-250,Gay/Lesbian/Bisexual/Transgender Advocacy Groups,Organization/Facility Type,,,
DM-1500.1500,Credit Counseling,Service,,,
ND-2000.3500-330,Internship Programs,Modality/Delivery Format,,,
RM-6500.6500,Private Therapy Practices,Organization/Facility Type,,,
RP-1400.8000-100,Bereavement Counseling,Service,,,
RP-1400.8000-500,Marriage Counseling,Service,,,
RP-6400.1900,Eating Disorders Treatment,Service,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
RF-2500,Group Counseling,Modality/Delivery Format,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
RD-1000.1000,Behavior Modification,Service,,,
RX-8470.8600-050,Alcohol Use Disorder Referrals,Service,,,
RX-8470.8600-180,Drug Use Disorder Referrals,Service,,,
RX-8450.1150-150,Comprehensive Outpatient Alcohol Use Disorder Treatment,Service,,,
RX-8450.1150-180,Comprehensive Outpatient Drug Use Disorder Treatment,Service,,,
TN-5000.6300,Nursing Associations,Organization/Facility Type,,,
FT-3600,Immigration/Naturalization Legal Services,Service,,,
FT-3600.6000,Naturalization Support/Legal Services,Service,,,
FT-3600.3300,Immigrant Visa Application Filing Assistance,Service,,,
FT-3600.6500,Relief from Removal/Other Immigration Relief,Service,,,
FT-3000.1700,Divorce Assistance,Service,,,
FT-3600.6000-150,Citizenship Assistance Centers,Organization/Facility Type,,,
FT-3600.3300,Immigrant Visa Application Filing Assistance,Service,,,
ND-6500.3300,Immigrant/Refugee Employment Programs,Service,,,
ND-1600.9500,Work Permits,Service,,,
FT-3600.1500,Comprehensive Immigration/Naturalization Services,Service,,,
ND-3500.3600,Job Search/Placement,Service,,,
FT-3000.1750,Domestic/Family Violence Legal Services,Service,,,
HL-8700.8000,Subject Tutoring,Service,,,
PS-9800.8500,Scouting Programs,Service,,,
HH-0500.8000-150,English as a Second Language,Service,,,
DM-2000,Financial Management Workshops,Service,,,
BH-3700.3000,Homebuyer/Home Purchase Counseling,Service,,,
LJ-8000.2500,General Sexuality/Reproductive Health Education,Service,,,
PH-2360.2350,Family Preservation Programs,Service,,,
PS-9800.9800,Youth Community Service Programs,Service,,,
LH-2700.6000,Nutrition Education,Service,,,
LF-4900.1670,Dental Screening,Service,,,
PH-6200.4600,Life Skills Education,Service,,,
ND-2000.3500-150,Classroom Training,Modality/Delivery Format,,,
ND-2000.3500-630,On the Job Training,Modality/Delivery Format,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
RP-1400.8000-050,Adolescent/Youth Counseling,Service,,,
RP-1400.8000-500,Marriage Counseling,Service,,,
RF-1500,Conjoint Counseling,Modality/Delivery Format,,,
TJ-6500.8500,Subject Specific Public Awareness/Education,Service,,,
TJ-6500.6300,Outreach Programs,Service,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
LR-1700,Early Intervention for Children With Disabilities/Delays,Service,,,
BH-7000.8100-800,Sweat Equity Programs,Service,,,
DM-1800.2000,Mortgage Delinquency and Default Counseling,Programs that provide assistance for people who are unable to ma,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
FN-5000,Missing Persons Location Assistance,Service,,,
FT-1800.1850,Employment Discrimination Assistance,Service,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
LF-4900.2150,Hearing Screening,Service,,,
LR-8000.0500-030,Audiological Evaluations,Service,,,
TA-5500.3000-450,Local/Regional History Museums,Organization/Facility Type,,,
RP-1500.1400-260,GLBTQ Helplines,Service,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
PN-8100,Support Groups,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
LH-6300.2400,Health Care Discount Enrollment Programs,Service,,,
LH-0600,Assistive Technology Equipment,Service,,,
LV-1600.6400,Pediatric Dentistry,Service,,,
TJ-6500,Public Awareness/Education,Service,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
BT-8750.1400,Consulates/Foreign Government Representatives,Organization/Facility Type,,,
LH-6700.6300,Prescription Drug Patient Assistance Programs,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
LT-6600,Pain Management,Service,,,
FF-0500.1800-350,Juvenile Diversion,Service,,,
FF-0500.1800-350,Juvenile Diversion,Service,,,
RP-5000.6600,Psychosocial Evaluation,Service,,,
PL-8700.2000,Field Trips/Excursions,Service,,,
TJ-3200.5000,Medical Information Lines,Service,,,
